949	745	15
949	776	13
949	807	14
949	837	15
949	868	14
949	899	15
949	929	15
949	959	17
949	989	16
948	22	12
948	52	17
948	82	18
948	113	17
948	143	13
948	174	15
948	205	16
948	235	14
948	266	10
948	296	-10
948	327	-27
948	357	-42
948	387	-46
948	418	-43
948	450	-46
948	482	-44
948	513	-42
948	544	-39
948	575	-48
948	606	-46
948	637	-50
948	668	-45
948	700	-50
948	732	-46
948	762	-46
948	792	-36
948	825	-33
948	857	-15
948	888	9
948	920	13
948	952	13
948	984	16
947	19	14
947	50	13
947	80	15
947	110	15
947	143	17
947	175	16
947	207	13
947	239	14
947	271	17
947	303	15
947	335	16
947	367	15
947	399	16
947	431	17
947	463	13
947	493	13
947	524	17
947	556	11
947	587	13
947	619	15
947	650	16
947	682	13
947	714	12
947	745	-6
947	777	-24
947	808	-36
947	839	-43
947	869	-47
947	901	-40
947	931	-26
947	961	-18
947	991	7
946	20	12
946	50	11
946	82	13
946	113	12
946	145	12
946	177	14
946	209	12
946	239	12
946	269	10
946	301	11
946	333	11
946	365	14
946	396	12
946	426	13
946	457	13
946	487	13
946	518	13
946	548	11
946	579	12
946	609	12
946	640	16
946	672	12
946	703	10
946	735	13
946	766	13
946	798	12
946	829	15
946	860	15
946	891	13
946	922	15
945	30	21
945	62	16
945	92	14
945	122	10
945	154	8
945	185	-17
945	216	-31
945	248	-40
945	279	-53
945	310	-39
945	340	-30
945	372	-9
945	403	11
945	435	13
945	467	13
945	497	11
945	528	9
945	559	10
945	589	7
945	620	6
945	651	9
945	681	12
945	712	10
945	742	12
945	774	20
945	806	29
945	838	26
945	868	30
945	899	33
945	929	32
945	961	36
945	992	32
945	1023	35
945	1054	30
945	1085	25
944	18	18
944	51	15
944	82	16
944	114	13
944	145	16
944	176	13
944	207	14
944	239	17
944	271	14
944	301	15
944	332	16
944	364	15
944	395	17
944	426	15
944	457	16
944	488	15
944	520	2
944	551	-20
944	583	-30
944	614	-34
944	646	-36
944	678	-40
944	709	-41
944	740	-35
944	771	-38
944	801	-17
944	832	4
944	864	14
944	895	13
944	927	14
944	958	15
944	990	13
943	28	16
943	60	14
943	91	15
943	123	18
943	154	9
943	184	10
943	216	12
943	247	9
943	278	11
943	310	13
943	342	12
943	372	13
943	403	11
943	433	16
943	464	11
943	495	13
943	526	15
943	558	8
943	590	14
943	621	-6
943	652	-27
943	683	-45
943	713	-51
943	743	-48
943	774	-50
943	805	-52
943	836	-51
943	866	-52
943	896	-48
943	928	-48
943	959	-49
943	990	-43
942	4	-48
942	35	-39
942	66	-33
942	98	-19
942	128	7
942	159	11
942	190	15
942	221	7
942	251	14
942	282	12
942	312	11
942	343	14
942	373	12
942	404	11
942	435	13
942	465	19
942	496	12
942	527	14
942	558	11
942	590	14
942	622	11
942	652	12
942	683	12
942	713	13
942	744	12
942	775	16
942	807	10
942	837	17
942	868	14
942	900	15
942	931	12
942	962	14
941	3	12
941	35	13
941	66	16
941	97	15
941	127	14
941	159	11
941	191	13
941	221	14
941	252	11
941	282	13
941	313	11
941	344	8
941	374	10
941	405	14
941	436	9
941	467	8
941	499	11
941	530	10
941	561	13
941	592	13
941	623	9
941	653	17
941	683	30
941	714	30
941	745	33
941	776	32
941	807	28
941	838	21
941	870	14
941	901	10
941	932	13
941	963	11
941	994	5
